"|,""|__name"",""|__url"",""|__Precio__name"""
","""","""",""(0,01 €/UNIDAD)"""
"Cereales,""Muesli extra Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/222746"",""1,95 €"""
","""","""",""(3,90 €/KILO)"""
",""Copos de avena Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/105429"",""1,00 €"""
","""","""",""(2,00 €/KILO)"""
",""Muesli crujiente con chocolate Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/135900"",""2,10 €"""
","""","""",""(4,20 €/KILO)"""
",""Cereales rellenos de leche Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/111278"",""2,60 €"""
","""","""",""(5,20 €/KILO)"""
",""Cereales rellenos con chocolate y avena Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/37184"",""2,15 €"""
","""","""",""(4,30 €/KILO)"""
",""Cereales copos de maíz corn flakes Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/66956"",""1,45 €"""
","""","""",""(2,90 €/KILO)"""
",""Cereales de pétalos de trigo y chocolate Gran Dia caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/74306"",""1,80 €"""
","""","""",""(3,60 €/KILO)"""
",""Cereales copos de maíz corn flakes Kellogg's Corn Flakes caja 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/19372"",""2,99 €"""
","""","""",""(5,98 €/KILO)"""
",""Cereales de arroz inflado Kellogg's Choco Krispies caja 420 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/130840"",""3,55 €"""
","""","""",""(8,45 €/KILO)"""
",""Cereales copos de trigo, arroz y cebada con chocolate negro Gran Dia caja 300 g"",""https://www.dia.es/galletas-bollos-y-cereales/cereales/p/67929"",""1,95 €"""
","""","""",""(6,50 €/KILO)"""
"Galletas,""Galletas rellenas de crema de chocolate Galleteca paquete 500 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/32812"",""1,20 €"""
","""","""",""(2,40 €/KILO)"""
",""Galletas dorada maría Galleteca paquete 800 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/149293"",""1,60 €"""
","""","""",""(2,00 €/KILO)"""
",""Galletas relieve Galleteca caja 735 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/12008"",""1,69 €"""
","""","""",""(2,30 €/KILO)"""
",""Galletas maría Galleteca paquete 800 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/469"",""1,60 €"""
","""","""",""(2,00 €/KILO)"""
",""Galletas de desayuno Cuétara Tostarica caja 570 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/148067"",""2,99 €"""
","""","""",""(5,25 €/KILO)"""
",""Galletas de cereales con vitaminas Artiach Dinosaurus caja 411 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/37967"",""3,49 €"""
","""","""",""(8,49 €/KILO)"""
",""Galleta rellena de crema de chocolate Principe paquete 3 x 300 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/189842"",""5,39 €"""
","""","""",""(5,99 €/KILO)"""
",""Galletas tostaditas Galleteca caja 600 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/206129"",""1,79 €"""
","""","""",""(2,98 €/KILO)"""
",""Galletas de desayuno la buena maría Fontaneda caja 800 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/34338"",""3,29 €"""
","""","""",""(4,11 €/KILO)"""
",""Galletas de cacao rellenas de crema Galleteca caja 220 g"",""https://www.dia.es/galletas-bollos-y-cereales/galletas/p/220174"",""1,05 €"""
","""","""",""(4,77 €/KILO)"""
"Manzanas,""Manzana golden bolsa 1 Kg"",""https://www.dia.es/frutas/manzanas/p/171233"",""1,49 €"""
","""","""",""(1,49 €/KILO)"""
",""Manzana roja bolsa 1 Kg"",""https://www.dia.es/frutas/manzanas/p/11466"",""1,99 €"""
","""","""",""(1,99 €/KILO)"""
",""Manzana pink lady bandeja 550 g"",""https://www.dia.es/frutas/manzanas/p/159307"",""1,99 €"""
","""","""",""(3,62 €/KILO)"""
",""Manzana golden granel 1 Kg aprox."",""https://www.dia.es/frutas/manzanas/p/97"",""2,19 €"""
","""","""",""(2,19 €/KILO)"""
",""Manzana fuji bolsa 1 Kg"",""https://www.dia.es/frutas/manzanas/p/54268"",""2,69 €"""
","""","""",""(2,69 €/KILO)"""
",""Manzana granny granel 800 g aprox."",""https://www.dia.es/frutas/manzanas/p/42085"",""1,75 €"""
","""","""",""(2,19 €/KILO)"""
",""Manzana roja selección granel 1 Kg aprox."",""https://www.dia.es/frutas/manzanas/p/69"",""2,49 €"""
","""","""",""(2,49 €/KILO)"""
",""Manzana reineta granel 1 Kg aprox."",""https://www.dia.es/frutas/manzanas/p/91"",""2,69 €"""
","""","""",""(2,69 €/KILO)"""
"Platanos,""Banana granel 500 g aprox."",""https://www.dia.es/frutas/platanos/p/42070"",""0,75 €"""
","""","""",""(1,49 €/KILO)"""
",""Plátano de canarias bolsa 1.2 Kg aprox."",""https://www.dia.es/frutas/platanos/p/11468"",""2,39 €"""
","""","""",""(1,99 €/KILO)"""
",""Plátano de Canarias El afortunado 900 g aprox."",""https://www.dia.es/frutas/platanos/p/142776"",""2,33 €"""
","""","""",""(2,59 €/KILO)"""
",""Plátano bio bolsa 1 Kg aprox."",""https://www.dia.es/frutas/platanos/p/170563"",""2,99 €"""
","""","""",""(2,99 €/KILO)"""
",""Plátano macho para freír granel 1 Kg aprox."",""https://www.dia.es/frutas/platanos/p/53584"",""2,89 €"""
","""","""",""(2,89 €/KILO)"""
",""Banana bio bolsa 1 Kg aprox."",""https://www.dia.es/frutas/platanos/p/276299"",""2,49 €"""
","""","""",""(2,49 €/KILO)"""
"Peras,""Pera conferencia bandeja 1 Kg"",""https://www.dia.es/frutas/peras/p/64505"",""2,19 €"""
","""","""",""(2,19 €/KILO)"""
",""Pera Rincón de Soto D.O.P. granel 800 g aprox."",""https://www.dia.es/frutas/peras/p/32063"",""2,23 €"""
","""","""",""(2,79 €/KILO)"""
"Naranja_y_mandarina,""Mandarina malla 1 Kg"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/11464"",""1,49 €"""
","""","""",""(1,49 €/KILO)"""
",""Naranja especial para zumo malla 4 Kg"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/13627"",""5,59 €"""
","""","""",""(1,40 €/KILO)"""
",""Naranjas de mesa malla 2 Kg"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/11467"",""2,99 €"""
","""","""",""(1,50 €/KILO)"""
",""Mandarina granel 500 g aprox."",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/84"",""1,20 €"""
","""","""",""(2,39 €/KILO)"""
",""Mandarina selección bandeja 750 g"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/257839"",""1,89 €"""
","""","""",""(2,52 €/KILO)"""
",""Mandarina Torres Selección malla 750 g"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/206952"",""2,49 €"""
","""","""",""(3,32 €/KILO)"""
",""Naranja selección granel 1 Kg aprox."",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/175058"",""2,49 €"""
","""","""",""(2,49 €/KILO)"""
",""Zumo de naranja recién exprimido botella 1 l"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/180348"",""3,49 €"""
","""","""",""(3,49 €/LITRO)"""
",""Zumo de naranja recién exprimido botella 500 ml"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/176480"",""2,99 €"""
","""","""",""(5,98 €/LITRO)"""
",""Zumo de naranja recién exprimido botella 250 ml"",""https://www.dia.es/frutas/naranjas-y-mandarinas/p/176479"",""1,99 €"""
","""","""",""(7,96 €/LITRO)"""
"Leche,""Leche entera Dia Láctea brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/608P6"",""5,46 €"""
","""","""",""(0,91 €/LITRO)"""
",""Leche semidesnatada Dia Láctea brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/504P6"",""5,22 €"""
","""","""",""(0,87 €/LITRO)"""
",""Leche desnatada Dia Láctea brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/607P6"",""5,10 €"""
","""","""",""(0,85 €/LITRO)"""
",""Leche entera Central Lechera Asturiana brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/16065P6"",""6,84 €"""
","""","""",""(1,14 €/LITRO)"""
",""Leche semidesnatada Central Lechera Asturiana brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/17548P6"",""6,84 €"""
","""","""",""(1,14 €/LITRO)"""
",""Leche desnatada Central Lechera Asturiana brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/16066P6"",""6,84 €"""
","""","""",""(1,14 €/LITRO)"""
",""Leche entera Pascual brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/73676P6"",""7,80 €"""
","""","""",""(1,30 €/LITRO)"""
",""Leche semidesnatada sin lactosa Dia Láctea brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/130063P6"",""5,70 €"""
","""","""",""(0,95 €/LITRO)"""
",""Leche desnatada sin lactosa Dia Láctea brik 6 x 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/185450P6"",""5,58 €"""
","""","""",""(0,93 €/LITRO)"""
",""Leche semidesnatada Dia Láctea brik 1 l"",""https://www.dia.es/leche-huevos-y-mantequilla/leche/p/504"",""0,87 €"""
","""","""",""(0,87 €/LITRO)"""
"Uvas,""Uva blanca sin semilla bandeja 500 g"",""https://www.dia.es/frutas/uvas/p/2672"",""2,99 €"""
","""","""",""(5,98 €/KILO)"""
",""Uva roja sin semilla bandeja 500 g"",""https://www.dia.es/frutas/uvas/p/265910"",""2,99 €"""
","""","""",""(5,98 €/KILO)"""
"Limones,""Limones malla 750 g"",""https://www.dia.es/frutas/limones-y-pomelos/p/11463"",""0,99 €"""
","""","""",""(1,32 €/KILO)"""
",""Limón granel 1 Kg aprox."",""https://www.dia.es/frutas/limones-y-pomelos/p/79"",""1,89 €"""
","""","""",""(1,89 €/KILO)"""
",""Limón bio malla 500 g"",""https://www.dia.es/frutas/limones-y-pomelos/p/32375"",""0,99 €"""
","""","""",""(1,98 €/KILO)"""
"Frutas_de_bosque,""Arándano vaso 170 g"",""https://www.dia.es/frutas/frutas-del-bosque/p/190387"",""2,79 €"""
","""","""",""(16,41 €/KILO)"""
",""Frambuesas bandeja 125 g"",""https://www.dia.es/frutas/frutas-del-bosque/p/133913"",""1,99 €"""
","""","""",""(15,92 €/KILO)"""
",""Arándano bandeja 300 g"",""https://www.dia.es/frutas/frutas-del-bosque/p/285489"",""4,99 €"""
","""","""",""(16,63 €/KILO)"""
"Frutas_tropicales,""Aguacate bandeja 450 g"",""https://www.dia.es/frutas/frutas-tropicales/p/220373"",""2,29 €"""
","""","""",""(5,09 €/KILO)"""
",""Kiwi bandeja 700 g"",""https://www.dia.es/frutas/frutas-tropicales/p/270541"",""2,29 €"""
","""","""",""(3,27 €/KILO)"""
",""Aguacate granel 750 g aprox."",""https://www.dia.es/frutas/frutas-tropicales/p/42069"",""3,97 €"""
","""","""",""(5,29 €/KILO)"""
",""Mango bandeja 650 g"",""https://www.dia.es/frutas/frutas-tropicales/p/166057"",""2,59 €"""
","""","""",""(3,98 €/KILO)"""
",""Guacamole Al Punto tarrina 200 g"",""https://www.dia.es/frutas/frutas-tropicales/p/289182"",""1,69 €"""
","""","""",""(8,45 €/KILO)"""
",""Coco troceado bio bolsa 56 g"",""https://www.dia.es/frutas/frutas-tropicales/p/280342"",""0,95 €"""
","""","""",""(16,96 €/KILO)"""
",""Kiwi Zespri bandeja 500 g"",""https://www.dia.es/frutas/frutas-tropicales/p/17968"",""2,99 €"""
","""","""",""(5,98 €/KILO)"""
",""Piña gold premium unidad aprox. 2 Kg"",""https://www.dia.es/frutas/frutas-tropicales/p/190710"",""4,38 €"""
","""","""",""(2,19 €/KILO)"""
",""Pulpa aguacate Al Punto tarrina 125 g"",""https://www.dia.es/frutas/frutas-tropicales/p/289184"",""1,45 €"""
","""","""",""(11,60 €/KILO)"""
",""Kiwi selección 1 unidad"",""https://www.dia.es/frutas/frutas-tropicales/p/230396"",""0,49 €"""
","""","""",""(0,49 €/UNIDAD)"""
"Ajos_cebollas_y_puerros,""Cebolla malla 750 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/191535"",""1,79 €"""
","""","""",""(2,39 €/KILO)"""
",""Ajos malla 250 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/17653"",""1,59 €"""
","""","""",""(6,36 €/KILO)"""
",""Cebolla malla 1.5 Kg"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/193474"",""2,89 €"""
","""","""",""(1,93 €/KILO)"""
",""Puerro 250 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/273369"",""0,89 €"""
","""","""",""(3,56 €/KILO)"""
",""Cebolla tierna manojo 350 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/251082"",""1,29 €"""
","""","""",""(3,69 €/KILO)"""
",""Puerros bandeja 500 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/17230"",""2,39 €"""
","""","""",""(4,78 €/KILO)"""
",""Cebolla morada malla 500 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/57885"",""1,39 €"""
","""","""",""(2,78 €/KILO)"""
",""Cebolla dulce granel 1 Kg aprox."",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/45862"",""2,49 €"""
","""","""",""(2,49 €/KILO)"""
",""Ajo morado malla 400 g"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/171596"",""1,99 €"""
","""","""",""(4,98 €/KILO)"""
",""Cebolla dulce malla 1 Kg"",""https://www.dia.es/verduras/ajos-cebollas-y-puerros/p/132920"",""2,49 €"""
","""","""",""(2,49 €/KILO)"""
"Tomates_pimientos_y_pepinos,""Tomate en rama granel 500 g aprox."",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/109"",""1,20 €"""
","""","""",""(2,39 €/KILO)"""
",""Pimiento verde granel 300 g aprox."",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/116"",""0,72 €"""
","""","""",""(2,39 €/KILO)"""
",""Pimiento rojo unidad aprox. 390 g aprox."",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/74"",""1,09 €"""
","""","""",""(2,79 €/KILO)"""
",""Pimientos tricolor bolsa 500 g"",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/102283"",""1,79 €"""
","""","""",""(3,58 €/KILO)"""
",""Tomate cherry bandeja 400 g"",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/146690"",""1,59 €"""
","""","""",""(3,98 €/KILO)"""
",""Tomate canario malla 750 g"",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/272686"",""1,49 €"""
","""","""",""(1,99 €/KILO)"""
",""Pepino granel 1 Kg aprox."",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/272355"",""1,99 €"""
","""","""",""(1,99 €/KILO)"""
",""Tomate cherry pera bandeja 250 g"",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/161628"",""0,99 €"""
","""","""",""(3,96 €/KILO)"""
",""Tomate ensalada granel 500 g aprox."",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/110"",""1,15 €"""
","""","""",""(2,29 €/KILO)"""
",""Tomate pera granel 500 g aprox."",""https://www.dia.es/verduras/tomates-pimientos-y-pepinos/p/45863"",""1,00 €"""
","""","""",""(1,99 €/KILO)"""
"Calabacin_calabaza_y_berenjena,""Calabacín unidad aprox. 475 g"",""https://www.dia.es/verduras/calabacin-calabaza-y-berenjena/p/93"",""0,66 €"""
","""","""",""(1,39 €/KILO)"""
",""Berenjena granel 800 g aprox."",""https://www.dia.es/verduras/calabacin-calabaza-y-berenjena/p/42071"",""1,19 €"""
","""","""",""(1,49 €/KILO)"""
",""Calabaza a dados bolsa 500 g"",""https://www.dia.es/verduras/calabacin-calabaza-y-berenjena/p/278899"",""1,89 €"""
","""","""",""(3,78 €/KILO)"""
",""Calabaza unidad aprox. 1.6 Kg"",""https://www.dia.es/verduras/calabacin-calabaza-y-berenjena/p/75926"",""3,02 €"""
","""","""",""(1,89 €/KILO)"""
",""Calabacín bio 500 g"",""https://www.dia.es/verduras/calabacin-calabaza-y-berenjena/p/190696"",""1,79 €"""
","""","""",""(3,58 €/KILO)"""
"Judias_brocolis_y_coliflores,""Brócoli bolsa 500 g"",""https://www.dia.es/verduras/judias-brocolis-y-coliflores/p/20002"",""1,29 €"""
","""","""",""(2,58 €/KILO)"""
",""Judía verde bolsa 500 g"",""https://www.dia.es/verduras/judias-brocolis-y-coliflores/p/11416"",""1,99 €"""
","""","""",""(3,98 €/KILO)"""
",""Coliflor unidad aprox. 2 Kg aprox."",""https://www.dia.es/verduras/judias-brocolis-y-coliflores/p/278856"",""3,98 €"""
","""","""",""(1,99 €/KILO)"""
",""Repollo liso unidad aprox. 2 Kg aprox."",""https://www.dia.es/verduras/judias-brocolis-y-coliflores/p/50664"",""2,78 €"""
","""","""",""(1,39 €/KILO)"""
"Lechuga_escarolas_y_envidias,""Lechuga iceberg 1 unidad"",""https://www.dia.es/verduras/lechuga-escarolas-y-endivias/p/11462"",""1,15 €"""
","""","""",""(1,15 €/UNIDAD)"""
",""Cogollos bandeja 3 unidades"",""https://www.dia.es/verduras/lechuga-escarolas-y-endivias/p/11461"",""1,25 €"""
","""","""",""(0,42 €/UNIDAD)"""
",""Corazones de lechuga romana bandeja 2 unidades"",""https://www.dia.es/verduras/lechuga-escarolas-y-endivias/p/59836"",""1,29 €"""
","""","""",""(0,65 €/UNIDAD)"""
",""Corazones de cogollos bandeja 6 unidades"",""https://www.dia.es/verduras/lechuga-escarolas-y-endivias/p/25904"",""1,99 €"""
","""","""",""(0,33 €/UNIDAD)"""
",""Endivias bandeja 350 g"",""https://www.dia.es/verduras/lechuga-escarolas-y-endivias/p/182881"",""1,29 €"""
","""","""",""(3,69 €/KILO)"""
"Patatas_y_zanahoria,""Zanahoria bolsa 1 Kg"",""https://www.dia.es/verduras/patatas-y-zanahorias/p/11421"",""1,19 €"""
","""","""",""(1,19 €/KILO)"""
",""Patata malla 4 Kg"",""https://www.dia.es/verduras/patatas-y-zanahorias/p/296356"",""5,29 €"""
","""","""",""(1,32 €/KILO)"""
",""Patatas granel 1 Kg aprox."",""https://www.dia.es/verduras/patatas-y-zanahorias/p/5631"",""1,79 €"""
","""","""",""(1,79 €/KILO)"""
",""Patata cocer malla 2 Kg"",""https://www.dia.es/verduras/patatas-y-zanahorias/p/296355"",""2,99 €"""
","""","""",""(1,50 €/KILO)"""
",""Patata de guarnición malla 1 Kg"",""https://www.dia.es/verduras/patatas-y-zanahorias/p/20298"",""1,49 €"""
","""","""",""(1,49 €/KILO)"""
",""Patata especial para freir malla 2 Kg"",""https://www.dia.es/verduras/patatas-y-zanahorias/p/248458"",""3,75 €"""
","""","""",""(1,88 €/KILO)"""
",""Patata nueva malla 1.5 Kg"",""https://www.dia.es/verduras/patatas-y-zanahorias/p/302117"",""2,89 €"""
","""","""",""(1,93 €/KILO)"""
"Setas_y_champinones,""Champiñón entero bandeja 250 g"",""https://www.dia.es/verduras/setas-y-champinones/p/271527"",""0,99 €"""
","""","""",""(3,96 €/KILO)"""
",""Champiñón laminado bandeja 250 g"",""https://www.dia.es/verduras/setas-y-champinones/p/25857"",""1,59 €"""
","""","""",""(6,36 €/KILO)"""
",""Seta ostra bandeja 200 g"",""https://www.dia.es/verduras/setas-y-champinones/p/13337"",""1,39 €"""
","""","""",""(6,95 €/KILO)"""
",""Champiñón portobello bandeja 250 g"",""https://www.dia.es/verduras/setas-y-champinones/p/190874"",""1,69 €"""
","""","""",""(6,76 €/KILO)"""
",""Champiñón grande bandeja 430 g"",""https://www.dia.es/verduras/setas-y-champinones/p/273421"",""2,25 €"""
","""","""",""(5,23 €/KILO)"""
"Otras_verduras,""Espárrago verde fino manojo aprox. 250 g"",""https://www.dia.es/verduras/otras-verduras/p/181571"",""2,59 €"""
","""","""",""(10,36 €/KILO)"""
",""Apio bolsa 500 g"",""https://www.dia.es/verduras/otras-verduras/p/21242"",""0,99 €"""
","""","""",""(1,98 €/KILO)"""
",""Perejil manojo 50 g"",""https://www.dia.es/verduras/otras-verduras/p/191539"",""0,99 €"""
","""","""",""(19,80 €/KILO)"""
",""Cilantro bandeja 20 g"",""https://www.dia.es/verduras/otras-verduras/p/233088"",""1,19 €"""
","""","""",""(59,50 €/KILO)"""
",""Espárrago verde grueso manojo aprox. 250 g"",""https://www.dia.es/verduras/otras-verduras/p/165430"",""2,99 €"""
","""","""",""(11,96 €/KILO)"""
",""Acelga bolsa 750 g"",""https://www.dia.es/verduras/otras-verduras/p/215330"",""1,50 €"""
","""","""",""(2,00 €/KILO)"""
",""Repollo rizado unidad aprox. 1 Kg"",""https://www.dia.es/verduras/otras-verduras/p/42075"",""1,49 €"""
","""","""",""(1,49 €/KILO)"""
",""Hierbabuena Sun&Vegs bolsa 70 g"",""https://www.dia.es/verduras/otras-verduras/p/275734"",""1,19 €"""
","""","""",""(17,00 €/KILO)"""
",""Jengibre bio bandeja 200 g"",""https://www.dia.es/verduras/otras-verduras/p/256382"",""1,79 €"""
","""","""",""(8,95 €/KILO)"""
",""Lombarda bolsa 2 Kg aprox."",""https://www.dia.es/verduras/otras-verduras/p/50666"",""2,98 €"""
","""","""",""(1,49 €/KILO)"""
"Huevos,""Huevos frescos categoría A clase L Huevos Garrido caja 12 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/167072"",""2,26 €"""
","""","""",""(2,26 €/DOCENA)"""
",""Huevos frescos categoría A clase M Huevos Garrido caja 12 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/166363"",""2,02 €"""
","""","""",""(2,02 €/DOCENA)"""
",""Huevos frescos categoría A clase XL Huevos Garrido caja 6 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/216464"",""1,69 €"""
","""","""",""(3,38 €/DOCENA)"""
",""Huevos frescos categoría A clase M Huevos Garrido caja 24 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/198722"",""3,80 €"""
","""","""",""(1,90 €/DOCENA)"""
",""Huevos frescos categoría A clase M La receta bandeja 24 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/274009"",""3,80 €"""
","""","""",""(1,90 €/DOCENA)"""
",""Huevos frescos categoría A clase M Dia bandeja 12 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/14636"",""2,02 €"""
","""","""",""(2,02 €/DOCENA)"""
",""Huevos frescos categoría A clase L Dia bandeja 12 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/14635"",""2,26 €"""
","""","""",""(2,26 €/DOCENA)"""
",""Huevos camperos categoría A clase M/L La receta bandeja 10 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/274540"",""2,49 €"""
","""","""",""(2,99 €/DOCENA)"""
",""Huevos frescos de gallinas criadas en suelo categoría A clase L La receta bandeja 12 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/274011"",""2,49 €"""
","""","""",""(2,49 €/DOCENA)"""
",""Huevos frescos maíz categoría A clase M/L Grupo de lucas caja 12 unidades"",""https://www.dia.es/leche-huevos-y-mantequilla/huevos/p/135425"",""2,85 €"""
","""","""",""(2,85 €/DOCENA)"""
