"|","|__name","Lasana_y_canelones"
"","Patatas\nMalla 5 kg\n6,49 € /ud.",""
"","Patatas guarnición\nMalla 1 kg\n2,45 € /ud.",""
"","Batata\nPieza 424 g aprox.\n0,89 € /ud.",""
"","Patatas especial para freir\nMalla 2 kg\n3,75 € /ud.",""
"","Yuca\nPieza 671 g aprox.\n1,80 € /ud.",""
"Cebolla_y_ajo","Cebollas tiernas\nManojo 3 ud.\n1,29 € /ud.",""
"","Cebollas\nMalla 2 kg\n3,85 € /ud.",""
"","Cebollas\nMalla 1 kg\n2,39 € /ud.",""
"","Ajos morados\nMalla 250 g\n1,55 € /ud.",""
"","Cebollas dulces\nMalla 1 kg\n2,44 € /ud.",""
"","Ajo tierno\nManojo 200 g\n2,35 € /ud.",""
"","Ajos morados\nMalla 400 g\n2,10 € /ud.",""
"","Cebollas rojas\nMalla 500 g\n1,45 € /ud.",""
"","Ajo negro dientes pelados\nTarrina 85 g\n4,45 € /ud.",""
"","Picada de ajo y Perejil\nBandeja 100 g\n1,45 € /ud.",""
"Tomate","Tomate ensalada\nPieza 273 g aprox.\n0,63 € /ud.",""
"","Tomate canario\nPieza 174 g aprox.\n0,34 € /ud.",""
"","Tomate pera\nPieza 125 g aprox.\n0,25 € /ud.",""
"","Tomates pera\nBandeja 1 kg aprox.\n2,09 € /ud.",""
"","Tomates cherry pera kumato\nBandeja 300 g\n1,55 € /ud.",""
"","Tomates cherry\nBandeja 500 g\n1,95 € /ud.",""
"","Tomates cherry en rama Dulcita\nBandeja 200 g\n2,26 € /ud.",""
"","Tomates kumato negro\nBandeja 1 kg aprox.\n2,59 € /ud.",""
"","Tomates\nMalla 2 kg\n3,70 € /ud.",""
"","Tomate kumato negro\nPieza 103 g aprox.\n0,28 € /ud.",""
"","Tomate rallado\nTarrina 290 g\n1,39 € /ud.",""
"","Rama de Tomates\n838 g aprox.\n1,92 € /pack",""
"","Tomate rosa\nPieza 541 g aprox.\n1,82 € /ud.",""
"","Tomates Anhel\n460 g aprox.\n2,76 € /pack",""
"","Tomate ensalada\n1 kg aprox.\n2,39 € /pack",""
"Pepino_y_zanahoria","Zanahorias\nPaquete 1 kg\n1,09 € /ud.",""
"","Pepino\nPieza 204 g aprox.\n0,41 € /ud.",""
"","Pepino holandés\nPieza 425 g aprox.\n0,93 € /ud.",""
"","Zanahorias\nPaquete 500 g\n0,85 € /ud.",""
"","Pepinos\nMalla 1,25 kg\n2,48 € /ud.",""
"","Palitos de zanahoria\nTarrina 180 g\n1,99 € /ud.",""
"","Zanahoria rallada base para ensalada\nPaquete 150 g\n0,90 € /ud.",""
"Calabacin_y_pimiento","Pimiento rojo\nPieza 273 g aprox.\n0,73 € /ud.",""
"","Calabacín verde\nPieza 403 g aprox.\n0,72 € /ud.",""
"","Pimiento verde freír\nPieza 105 g aprox.\n0,23 € /ud.",""
"","Calabacín blanco\nPieza 352 g aprox.\n0,70 € /ud.",""
"","Pimiento verde\nPieza 230 g aprox.\n0,62 € /ud.",""
"","Pimientos tricolor rojo, amarillo y verde\n550 g aprox.\n1,64 € /pack",""
"","Pimientos semipicantes\nPaquete 250 g\n1,35 € /ud.",""
"Repollo_y_col","Coliflor\nPieza 1,04 kg aprox.\n2,06 € /ud.",""
"","Repollo liso\nPieza 1,48 kg aprox.\n2,43 € /ud.",""
"","Medio repollo liso\n1/2 Pieza 796 g aprox.\n1,54 € /ud.",""
"","Repollo rizado\nPieza 1,09 kg aprox.\n1,80 € /ud.",""
"","Medio repollo rizado\n1/2 Pieza 627 g aprox.\n1,22 € /ud.",""
"","Col lombarda\nPieza 1,1 kg aprox.\n2,03 € /ud.",""
"","Media col lombarda\n1/2 Pieza 570 g aprox.\n1,20 € /ud.",""
"Setas_y_champinones","Champiñón pequeño\nBandeja 300 g aprox.\n1,43 € /ud.",""
"","Champiñón laminado limpio\nBandeja 320 g aprox.\n1,99 € /ud.",""
"","Seta\nBandeja 250 g aprox.\n1,95 € /ud.",""
"","Champiñón grande\nBandeja 430 g aprox.\n2,21 € /ud.",""
"","Seta laminada\nBandeja 250 g aprox.\n2,11 € /ud.",""
"","Champiñón Portobello\nBandeja 300 g aprox.\n2,03 € /ud.",""
"","Seta shiitake\nBandeja 300 g aprox.\n3,76 € /ud.",""
"","Mix de setas intenso\nBandeja 235 g aprox.\n3,96 € /ud.",""
"","Mix de setas suave\nBandeja 260 g aprox.\n3,82 € /ud.",""
"Hierbas_aromaticas","Perejil troceado\nPaquete 40 g\n0,75 € /ud.",""
"","Jengibre\n200 g aprox.\n1,69 € /pack",""
"","Cilantro\nBandeja 20 g\n1,25 € /ud.",""
"","Albahaca\nBandeja 20 g\n1,50 € /ud.",""
"","Hierbabuena\nPaquete 40 g\n1,35 € /ud.",""
"","Cebollino\nBandeja 20 g\n1,80 € /ud.",""
"Otras_verduras_y_hortalizas","Espinacas cortadas\nPaquete 300 g\n1,20 € /ud.",""
"","Brócoli\nPieza 393 g aprox.\n0,98 € /ud.",""
"","Berenjena\nPieza 366 g aprox.\n0,58 € /ud.",""
"","Judía verde plana\nBandeja 750 g\n3,25 €2,99 € /ud.",""
"","Judía verde plana\nPaquete 350 g\n1,89 € /ud.",""
"","Acelgas cortadas\nPaquete 300 g\n1,20 € /ud.",""
"","Puerros\nPaquete 900 g aprox.\n2,42 € /ud.",""
"","Puerros\nBandeja 450 g aprox.\n2,09 € /ud.",""
"","Alcachofa\nPieza 150 g aprox.\n0,40 € /ud.",""
"","Judía verde redonda\nBandeja 500 g\n2,99 € /ud.",""
"","Calabaza cacahuete cortada a trozos\nBandeja 450 g aprox.\n1,80 € /ud.",""
"","Apio verde\nPaquete 660 g aprox.\n1,26 € /ud.",""
"","Preparado de verdura para cocido\nBandeja 900 g aprox.\n1,79 € /ud.",""
"","Espárrago verde fino\nPaquete 250 g\n2,25 € /ud.",""
"","Rabanitos\nPaquete 250 g\n1,10 € /ud.",""
"","Remolacha cocida y pelada\nPaquete 450 g\n0,99 € /ud.",""
"","Acelgas\nPaquete 800 g\n2,26 € /ud.",""
"","Maíz dulce en mazorca cocido\nPaquete 2 ud. (450 g)\n1,55 € /ud.",""
"","Calabaza cacahuete\nPieza 1,06 kg aprox.\n1,96 € /ud.",""
"","Media calabaza cacahuete\n1/2 Pieza 603 g aprox.\n1,27 € /ud.",""
"","Espárrago verde grueso\nPaquete 300 g\n3,69 €3,39 € /ud.",""
"","Maíz dulce en mazorca\nBandeja 2 ud.\n2,99 € /ud.",""
"Verduras_al_vapor","3 Vegetales para microondas\nPaquete 300 g\n1,64 € /ud.",""
"","Floretas de brócoli para microondas\nPaquete 230 g\n1,52 € /ud.",""
"","Mix de verduras paisana para microondas\nPaquete 300 g\n1,80 € /ud.",""
"","Sopa juliana para microondas\nPaquete 400 g\n1,35 € /ud.",""
"","Patata para microondas\nPaquete 400 g\n1,45 € /ud.",""
"","Batata para microondas\nPaquete 400 g\n2,40 € /ud.",""
"","Mix de verduras jardinera para microondas\nPaquete 400 g\n1,90 € /ud.",""
"Huevos","Huevos super grandes XL\nPaquete 12 ud.\n3,25 € /ud.",""
"","Huevos grandes L\nPaquete 12 ud.\n2,20 € /ud.",""
"","Huevos grandes L\nPaquete 6 ud.\n1,20 € /ud.",""
"","Huevos medianos M\nPaquete 12 ud.\n2,00 € /ud.",""
"","Huevos de gallinas camperas\nPaquete 12 ud.\n2,62 € /ud.",""
"","Huevos de gallinas camperas\nPaquete 6 ud.\n1,59 € /ud.",""
"","Huevos cocidos\nPaquete 6 ud.\n1,60 € /ud.",""
"","Huevos de codorniz\nPaquete 18 ud.\n1,65 € /ud.",""
"","Claras de huevo líquidas pasteurizadas\nBotella 1 L\n2,70 €2,60 € /ud.",""
"","Claras de huevo líquidas pasteurizadas\nBotella 300 ml\n1,55 € /ud.",""
"","Huevos\nPaquete 24 ud.\n3,80 € /ud.",""
"Leche_semidesnatada","Leche semidesnatada Hacendado\n6 bricks x 1 L\n5,22 € /pack",""
"","Leche semidesnatada Hacendado\nBrick 1 L\n0,87 € /ud.",""
"","Leche semidesnatada Hacendado\n6 mini bricks x 200 ml\n1,53 € /pack",""
"","Leche semidesnatada Hacendado\n6 botellas x 1,5 L\n8,46 € /pack",""
"","Leche semidesnatada Hacendado\nBotella 1,5 L\n1,41 € /ud.",""
"","Leche semidesnatada sin lactosa Hacendado\n6 bricks x 1 L\n5,70 € /pack",""
"","Leche semidesnatada sin lactosa Hacendado\nBrick 1 L\n0,95 € /ud.",""
"","Leche semidesnatada sin lactosa Hacendado\n6 mini bricks x 200 ml\n1,69 € /pack",""
"","Leche semidesnatada calcio Hacendado\n6 bricks x 1 L\n5,76 € /pack",""
"","Leche semidesnatada calcio Hacendado\nBrick 1 L\n0,96 € /ud.",""
"","Leche semidesnatada Asturiana\n6 botellas x 1,5 L\n10,68 € /pack",""
"","Leche semidesnatada Asturiana\nBotella 1,5 L\n1,78 € /ud.",""
"","Bebida láctea semidesnatada con fibra Hacendado\n6 bricks x 1 L\n7,50 € /pack",""
"","Bebida láctea semidesnatada con fibra Hacendado\nBrick 1 L\n1,25 € /ud.",""
"","Leche semidesnatada de cabra Hacendado\n6 bricks x 1 L\n10,80 € /pack",""
"","Leche semidesnatada de cabra Hacendado\nBrick 1 L\n1,80 € /ud.",""
"","Leche semidesnatada fresca Hacendado\nBotella 1 L\n1,04 € /ud.",""
"","Leche semidesnatada sin lactosa Hacendado\n6 botellas x 1,5 L\n9,18 € /pack",""
"","Leche semidesnatada sin lactosa Hacendado\nBotella 1,5 L\n1,53 € /ud.",""
"","Leche semidesnatada Asturiana\n6 bricks x 1 L\n6,84 € /pack",""
"","Leche semidesnatada Asturiana\nBrick 1 L\n1,14 € /ud.",""
"Leche_desnatada","Leche desnatada Hacendado\n6 bricks x 1 L\n5,10 € /pack",""
"","Leche desnatada Hacendado\nBrick 1 L\n0,85 € /ud.",""
"","Leche desnatada sin lactosa Hacendado\n6 bricks x 1 L\n5,58 € /pack",""
"","Leche desnatada sin lactosa Hacendado\nBrick 1 L\n0,93 € /ud.",""
"","Leche desnatada calcio Hacendado\n6 bricks x 1 L\n5,64 € /pack",""
"","Leche desnatada calcio Hacendado\nBrick 1 L\n0,94 € /ud.",""
"","Leche desnatada Hacendado\n6 botellas x 1,5 L\n8,28 € /pack",""
"","Leche desnatada Hacendado\nBotella 1,5 L\n1,38 € /ud.",""
"","Bebida láctea Omega 3 Puleva con leche desnatada\n6 bricks x 1 L\n11,40 € /pack",""
"","Bebida láctea Omega 3 Puleva con leche desnatada\nBrick 1 L\n1,90 € /ud.",""
"","Leche desnatada Asturiana\n6 botellas x 1,5 L\n10,68 € /pack",""
"","Leche desnatada Asturiana\nBotella 1,5 L\n1,78 € /ud.",""
"","Bebida láctea desnatada omega 3 Hacendado\n6 bricks x 1 L\n6,60 € /pack",""
"","Bebida láctea desnatada omega 3 Hacendado\nBrick 1 L\n1,10 € /ud.",""
"","Bebida láctea Omega 3 Puleva con nueces y leche desnatada\n6 bricks x 1 L\n11,70 € /pack",""
"","Bebida láctea Omega 3 Puleva con nueces y leche desnatada\nBrick 1 L\n1,95 € /ud.",""
"","Leche en polvo desnatada\nPaquete 700 g\n5,20 € /ud.",""
"","Leche +Proteínas desnatada Hacendado\n6 bricks x 1 L\n7,50 € /pack",""
"","Leche +Proteínas desnatada Hacendado\nBrick 1 L\n1,25 € /ud.",""
"","Leche desnatada Asturiana\n6 bricks x 1 L\n6,84 € /pack",""
"","Leche desnatada Asturiana\nBrick 1 L\n1,14 € /ud.",""
"Leche_entera","Leche entera Hacendado\n6 bricks x 1 L\n5,46 € /pack",""
"","Leche entera Hacendado\nBrick 1 L\n0,91 € /ud.",""
"","Leche entera Hacendado\n6 mini bricks x 200 ml\n1,60 € /pack",""
"","Leche entera Asturiana\n6 botellas x 1,5 L\n10,68 € /pack",""
"","Leche entera Asturiana\nBotella 1,5 L\n1,78 € /ud.",""
"","Leche entera sin lactosa Hacendado\n6 bricks x 1 L\n5,94 € /pack",""
"","Leche entera sin lactosa Hacendado\nBrick 1 L\n0,99 € /ud.",""
"","Leche entera Hacendado\n6 botellas x 1,5 L\n8,82 € /pack",""
"","Leche entera Hacendado\nBotella 1,5 L\n1,47 € /ud.",""
"","Leche entera calcio Hacendado\n6 bricks x 1 L\n6,60 € /pack",""
"","Leche entera calcio Hacendado\nBrick 1 L\n1,10 € /ud.",""
"","Leche entera fresca Hacendado\nBotella 1 L\n1,05 € /ud.",""
"","Leche entera Asturiana\n6 bricks x 1 L\n6,84 € /pack",""
"","Leche entera Asturiana\nBrick 1 L\n1,14 € /ud.",""
"Bebidas_vegetales","Bebida de avena Alitey\n6 bricks x 1 L\n5,70 € /pack",""
"","Bebida de avena Alitey\nBrick 1 L\n0,95 € /ud.",""
"","Bebida de avena Alitey\n3 mini bricks x 250 ml\n1,50 € /pack",""
"","Bebida de avena sin azúcares añadidos Hacendado\n6 bricks x 1 L\n7,20 € /pack",""
"","Bebida de avena sin azúcares añadidos Hacendado\nBrick 1 L\n1,20 € /ud.",""
"","Bebida de soja con calcio y vitaminas Hacendado\n6 bricks x 1 L\n4,20 € /pack",""
"","Bebida de soja con calcio y vitaminas Hacendado\nBrick 1 L\n0,70 € /ud.",""
"","Bebida de soja 0% azúcares Hacendado\n6 bricks x 1 L\n4,80 € /pack",""
"","Bebida de soja 0% azúcares Hacendado\nBrick 1 L\n0,80 € /ud.",""
"","Bebida de almendras zero Hacendado\n6 bricks x 1 L\n8,10 €7,80 € /pack",""
"","Bebida de almendras zero Hacendado\nBrick 1 L\n1,35 €1,30 € /ud.",""
"","Bebida de arroz sin azúcares añadidos Hacendado\n6 bricks x 1 L\n6,60 € /pack",""
"","Bebida de arroz sin azúcares añadidos Hacendado\nBrick 1 L\n1,10 € /ud.",""
"","Bebida de soja sabor café sin azúcares añadidos Hacendado\n6 bricks x 1 L\n7,50 € /pack",""
"","Bebida de soja sabor café sin azúcares añadidos Hacendado\nBrick 1 L\n1,25 € /ud.",""
"","Bebida de almendras Hacendado\n6 bricks x 1 L\n7,80 €7,50 € /pack",""
"","Bebida de almendras Hacendado\nBrick 1 L\n1,30 €1,25 € /ud.",""
"","Leche de coco Dee Thai\nBote 400 ml\n1,40 € /ud.",""
"","Bebida de coco y arroz sin azúcares añadidos Hacendado\n6 bricks x 1 L\n9,00 € /pack",""
"","Bebida de coco y arroz sin azúcares añadidos Hacendado\nBrick 1 L\n1,50 € /ud.",""
"","Bebida de chufa Hacendado sin azúcares añadidos\nBrick 1 L\n1,50 € /ud.",""
"","Horchata de chufa Hacendado\nBrick 1 L\n1,20 € /ud.",""
"","Bebida de avena con café Hacendado\nVaso 250 ml\n0,90 € /ud.",""
"","Bebida de avellana y arroz sin azúcares añadidos Hacendado\n6 bricks x 1 L\n8,10 €7,80 € /pack",""
"","Bebida de avellana y arroz sin azúcares añadidos Hacendado\nBrick 1 L\n1,35 €1,30 € /ud.",""
"","Bebida de soja sabor vainilla Hacendado 0% azúcar\n6 bricks x 1 L\n6,60 € /pack",""
"","Bebida de soja sabor vainilla Hacendado 0% azúcar\nBrick 1 L\n1,10 € /ud.",""
"","Bebida de avena Hacendado 0% azúcar\n6 bricks x 1 L\n4,80 € /pack",""
"","Bebida de avena Hacendado 0% azúcar\nBrick 1 L\n0,80 € /ud.",""
"","Bebida de avena con chocolate Hacendado sin azucares añadidos\n6 bricks x 1 L\n7,20 € /pack",""
"","Bebida de avena con chocolate sin azúcares añadidos Hacendado\nBrick 1 L\n1,20 € /ud.",""
"","Bebida de avena con chocolate sin azúcares añadidos Hacendado\n3 mini bricks x 250 ml\n1,55 € /pack",""
"Batidos","Batido de chocolate Hacendado\n6 mini bricks x 200 ml\n1,40 € /pack",""
"","Batido de chocolate Hacendado\nBotella 1 L\n1,20 € /ud.",""
"","Batido de chocolate 90% leche Hacendado\nBotella 1 L\n1,35 € /ud.",""
"","Batido de chocolate 90% leche Hacendado\n6 mini bricks x 200 ml\n1,65 € /pack",""
"","Batido de chocolate 90% leche Puleva\n6 mini bricks x 200 ml\n2,75 € /pack",""
"","Batido de chocolate ColaCao Energy\n4 mini botellas x 188 ml\n2,65 € /pack",""
"","Batido sabor vainilla Hacendado\nBotella 1 L\n1,20 € /ud.",""
"","Batido de vainilla Hacendado\n6 mini bricks x 200 ml\n1,55 € /pack",""
"","Batido sabor fresa Hacendado\nBotella 1 L\n1,20 € /ud.",""
"","Batido sabor fresa Hacendado\n6 mini bricks x 200 ml\n1,55 € /pack",""
"","Batido de chocolate Hacendado 0% sin azúcares añadidos\n6 mini bricks x 200 ml\n1,85 € /pack",""
"Leche_infantil","Bebida láctea crecimiento y desarrollo Puleva Max\n6 bricks x 1 L\n11,34 € /pack",""
"","Bebida láctea crecimiento y desarrollo Puleva Max\nBrick 1 L\n1,89 € /ud.",""
"","Bebida láctea con cereales crecimiento y desarrollo Puleva Max\n6 bricks x 1 L\n11,34 € /pack",""
"","Bebida láctea con cereales crecimiento y desarrollo Puleva Max\nBrick 1 L\n1,89 € /ud.",""
"","Preparado lácteo crecimiento Peques 3 Puleva\n6 bricks x 1 L\n11,70 €10,50 € /pack",""
"","Preparado lácteo crecimiento Peques 3 Puleva\nBrick 1 L\n1,95 €1,75 € /ud.",""
"","Preparado lácteo con cereales crecimiento Peques 3 Puleva\n6 bricks x 1 L\n11,70 €10,50 € /pack",""
"","Preparado lácteo con cereales crecimiento Peques 3 Puleva\nBrick 1 L\n1,95 €1,75 € /ud.",""
"","Preparado lácteo cereales al cacao Peques 3 Puleva\n3 mini bricks x 200 ml\n1,95 €1,75 € /pack",""
"","Preparado lácteo crecimiento +1 año Hacendado\n6 bricks x 1 L\n7,50 € /pack",""
"","Preparado lácteo crecimiento +1 año Hacendado\nBrick 1 L\n1,25 € /ud.",""
"","Preparado lácteo crecimiento +1 año Hacendado\n6 mini bricks x 200 ml\n1,95 € /pack",""
"","Preparado lácteo con cereales crecimiento Hacendado +1 año\n6 bricks x 1 L\n9,00 € /pack",""
"","Preparado lácteo con cereales crecimiento Hacendado +1 año\nBrick 1 L\n1,50 € /ud.",""
"","Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año\n6 mini bricks x 200 ml\n2,20 € /pack",""
"Leche_condensada_y_otros","Leche condensada entera Nutricia\nBote 1 kg\n3,90 € /ud.",""
"","Leche condensada entera Nutricia\nBote 397 g\n2,30 € /ud.",""
"","Leche condensada entera Nutricia\nBote 450 g\n2,65 € /ud.",""
"","Leche condensada desnatada Nutricia\nBote 450 g\n2,95 € /ud.",""
"","Leche evaporada Hacendado\n3 mini bricks x 200 ml\n1,60 € /pack",""
"","Crema de leche para café Campina\nPaquete 20 ud. (200 ml)\n1,10 € /ud.",""
