Categoría,Nombre,Cantidad,Suma de Precio Inicio(€),Suma de Precio Oferta(€),Cantidad del precio,Supermercado,Fecha
manzana_y_pera,Pera Ercolina,Pieza 95 g aprox.,0.33,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Pera Rocha,Pieza 159 g aprox.,0.38,,ud.,Mercadona,2024-03-11 00:00:00
manzana_y_pera,Peras Conferencia,"1,5 kg aprox.",2.69,,pack,Mercadona,2024-03-11 00:00:00
Hierbas_aromaticas,Perejil troceado,Paquete 40 g,0.75,,ud.,Mercadona,2024-03-11 00:00:00
Cebolla_y_ajo,Picada de ajo y Perejil,Bandeja 100 g,1.45,,ud.,Mercadona,2024-03-11 00:00:00
Calabacin_y_pimiento,Pimiento rojo,Pieza 273 g aprox.,0.73,,ud.,Mercadona,2024-03-11 00:00:00
Calabacin_y_pimiento,Pimiento verde,Pieza 230 g aprox.,0.62,,ud.,Mercadona,2024-03-11 00:00:00
Calabacin_y_pimiento,Pimiento verde freír,Pieza 105 g aprox.,0.23,,ud.,Mercadona,2024-03-11 00:00:00
Calabacin_y_pimiento,Pimientos semipicantes,Paquete 250 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Calabacin_y_pimiento,"Pimientos tricolor rojo, amarillo y verde",550 g aprox.,1.64,,pack,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Piña,"Pieza 1,97 kg aprox.",3.77,,ud.,Mercadona,2024-03-11 00:00:00
Fruta_tropical,Piña natural a rodajas,Bote 500 g aprox.,2.9,,ud.,Mercadona,2024-03-11 00:00:00
Platano_y_uva,Plátano de Canarias IGP,Pieza 154 g aprox.,0.31,,ud.,Mercadona,2024-03-11 00:00:00
Platano_y_uva,Plátano macho,Pieza 300 g aprox.,0.87,,ud.,Mercadona,2024-03-11 00:00:00
citricos,Pomelos,"Malla 1,5 kg",2.99,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Preparado de verdura para cocido,Bandeja 900 g aprox.,1.79,,ud.,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo cereales al cacao Peques 3 Puleva,3 mini bricks x 200 ml,1.95,1.75,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,6 mini bricks x 200 ml,2.2,,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo con cereales crecimiento Hacendado +1 año,6 bricks x 1 L,9,,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo con cereales crecimiento Hacendado +1 año,Brick 1 L,1.5,,ud.,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo con cereales crecimiento Peques 3 Puleva,6 bricks x 1 L,11.7,10.5,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Brick 1 L,1.95,1.75,ud.,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo crecimiento +1 año Hacendado,6 bricks x 1 L,7.5,,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo crecimiento +1 año Hacendado,6 mini bricks x 200 ml,1.95,,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo crecimiento +1 año Hacendado,Brick 1 L,1.25,,ud.,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo crecimiento Peques 3 Puleva,6 bricks x 1 L,11.7,10.5,pack,Mercadona,2024-03-11 00:00:00
Leche_infantil,Preparado lácteo crecimiento Peques 3 Puleva,Brick 1 L,1.95,1.75,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Preparado para salmón ahumado Hacendado,Bote 750 g,3.3,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Puerros,Bandeja 450 g aprox.,2.09,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Puerros,Paquete 900 g aprox.,2.42,,ud.,Mercadona,2024-03-11 00:00:00
Arroz,Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,1.5,,pack,Mercadona,2024-03-11 00:00:00
Arroz,Quinoa Hacendado,Paquete 500 g,2.65,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Rabanitos,Paquete 250 g,1.1,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Rama de Tomates,838 g aprox.,1.92,,pack,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Reducción de vinagre Pedro Ximénez Hacendado,Botella 300 g,2.25,,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,12 latas x 330 ml,10.44,9.72,pack,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,2 botellas x 2 L,3.9,,pack,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,4 botellas x 500 ml,5,,pack,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,"Botella 1,25 L",1.49,1.25,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,Botella 2 L,1.99,,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,Botella 500 ml,1.45,,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco Coca-Cola,Lata 330 ml,0.89,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola light,9 latas x 330 ml,7.83,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola light,Lata 330 ml,0.89,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,12 latas x 330 ml,10.44,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,2 botellas x 2 L,3.9,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,4 botellas x 500 ml,5,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,"Botella 1,25 L",1.49,1.25,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,Botella 2 L,1.99,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,Botella 500 ml,1.45,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero azúcar,Lata 330 ml,0.89,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco Coca-Cola Zero Zero,12 latas x 330 ml,10.44,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco Coca-Cola Zero Zero,2 botellas x 2 L,3.9,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco Coca-Cola Zero Zero,Botella 2 L,1.99,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco Coca-Cola Zero Zero,Lata 330 ml,0.89,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero Zero,12 latas x 330 ml,10.44,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero Zero,2 botellas x 2 L,3.9,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero Zero,Botella 2 L,1.99,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco Coca-Cola Zero Zero,Lata 330 ml,0.89,,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco cola Hacendado,6 latas x 330 ml,2.04,,pack,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco cola Hacendado,Botella 2 L,0.8,,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco cola Hacendado,Lata 330 ml,0.34,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Hacendado Zero azúcar,6 latas x 330 ml,1.92,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Hacendado Zero azúcar,Botella 2 L,0.7,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Hacendado Zero azúcar,Lata 330 ml,0.32,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,1.92,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,0.7,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_sin_cafeina,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,0.32,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,1.92,,pack,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,0.7,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,0.32,,ud.,Mercadona,2024-03-11 00:00:00
cocacola_clasica,Refresco cola Pepsi,"Botella 1,75 L",1.69,,ud.,Mercadona,2024-03-11 00:00:00
Cocacola_zero,Refresco cola Pepsi Zero azúcar,"Botella 1,75 L",1.69,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco de limón Hacendado fresh gas,6 latas x 330 ml,2.1,,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco de limón Hacendado fresh gas,Botella 2 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco de limón Hacendado fresh gas,Lata 330 ml,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco de limón Hacendado zero azúcar fresh gas,6 latas x 330 ml,2.1,,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco de limón Hacendado zero azúcar fresh gas,Botella 2 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco de limón Hacendado zero azúcar fresh gas,Lata 330 ml,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco de naranja Hacendado fresh gas,6 latas x 330 ml,2.1,,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco de naranja Hacendado fresh gas,Botella 2 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco de naranja Hacendado fresh gas,Lata 330 ml,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco de naranja Hacendado zero fresh gas,6 latas x 330 ml,2.1,,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco de naranja Hacendado zero fresh gas,Botella 2 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco de naranja Hacendado zero fresh gas,Lata 330 ml,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco Fanta limón,9 latas x 330 ml,6.57,5.76,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco Fanta limón,Botella 2 L,1.79,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco Fanta limón,Lata 330 ml,0.75,0.66,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco Fanta limón zero azúcares añadidos,Lata 330 ml,0.75,0.66,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco Fanta naranja,2 botellas x 2 L,3.5,,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco Fanta naranja,9 latas x 330 ml,6.57,5.76,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco Fanta naranja,Botella 2 L,1.79,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco Fanta naranja,Lata 330 ml,0.75,0.66,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco Fanta naranja zero azúcares añadidos,Botella 2 L,1.79,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_naranja,Refresco Fanta naranja zero azúcares añadidos,Lata 330 ml,0.75,0.66,ud.,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Hacendado fresh gas,6 latas x 330 ml,2.1,,pack,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Hacendado fresh gas,Botella 2 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Hacendado fresh gas,Lata 330 ml,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Hacendado zero azúcar fresh gas,Botella 2 L,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Sprite,8 latas x 330 ml,4.56,,pack,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Sprite,Botella 2 L,1.59,1.25,ud.,Mercadona,2024-03-11 00:00:00
Sprite,Refresco lima limón Sprite,Lata 330 ml,0.59,,ud.,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco limón Schweppes original,8 latas x 330 ml,7.52,5.12,pack,Mercadona,2024-03-11 00:00:00
Fanta_de_limon,Refresco limón Schweppes original,Lata 330 ml,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Otras_verduras_y_hortalizas,Remolacha cocida y pelada,Paquete 450 g,0.99,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Repollo liso,"Pieza 1,48 kg aprox.",2.43,,ud.,Mercadona,2024-03-11 00:00:00
Repollo_y_col,Repollo rizado,"Pieza 1,09 kg aprox.",1.8,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Rosquillas de chocolate con leche y coco Hacendado,Caja 300 g,1.65,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal 60% menos de sodio Hacendado,Bote 250 g,2.3,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal de ajo Hacendado,Bote 130 g,1.8,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal de frutas sabor limón Hacendado,Bote 250 g,2.1,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal fina de mesa Hacendado,Bote 250 g,0.6,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal fina Hacendado,Paquete 1 kg,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal gruesa Hacendado,Paquete 1 kg,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal gruesa para hornear Hacendado,Paquete 2 kg,0.95,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal marina en escamas Polasal,Bote 125 g,2,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal rosa del Himalaya Hacendado,Bote 250 g,1.8,,ud.,Mercadona,2024-03-11 00:00:00
Sal_y_bicarbonato,Sal yodada fina Hacendado,Paquete 1 kg,0.35,,ud.,Mercadona,2024-03-11 00:00:00
Cereales_integrales_y_muesli,Salvado de avena Hacendado,Paquete 500 g,1.65,,ud.,Mercadona,2024-03-11 00:00:00
Cereales_integrales_y_muesli,Salvado de trigo integral Hacendado,Paquete 250 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Melon_y_sandia,Sandía baja en semillas,"Pieza 5,97 kg aprox.",13.07,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Sémola de trigo Hacendado,Paquete 500 g,1.6,,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Seta,Bandeja 250 g aprox.,1.95,,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Seta laminada,Bandeja 250 g aprox.,2.11,,ud.,Mercadona,2024-03-11 00:00:00
Setas_y_champinones,Seta shiitake,Bandeja 300 g aprox.,3.76,,ud.,Mercadona,2024-03-11 00:00:00
Edulcorantes_y_otros,Sirope de agave Hacendado,Bote 350 g,2.7,2.6,ud.,Mercadona,2024-03-11 00:00:00
Lentejas_y_otros,Soja texturizada grano fino Hacendado,Paquete 250 g,2.25,,ud.,Mercadona,2024-03-11 00:00:00
Verduras_al_vapor,Sopa juliana para microondas,Paquete 400 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Spaghetti al huevo Hacendado,Paquete 500 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Spaghetti fino Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Spaghetti Hacendado,Paquete 1 kg,1.35,1.3,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Spaghetti Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Spaghetti integral Hacendado,Paquete 500 g,1.2,,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Spaghetti sin gluten Felicia,Paquete 500 g,2,1.95,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Surtido de galletas y barquillos Hacendado,Paquete 500 g,2,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Surtido de pastas artesanas Hacendado,Caja 1 bandeja (500 g),2.3,,ud.,Mercadona,2024-03-11 00:00:00
Spaghetti_y_tallarines,Tallarines Hacendado,Paquete 500 g,0.82,,ud.,Mercadona,2024-03-11 00:00:00
Fideos,Tapioca Tipiak,Caja 225 g,1.9,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Tartaletes con relleno de fresa Hacendado,Paquete 150 g,1.1,1.05,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomate canario,Pieza 174 g aprox.,0.34,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomate ensalada,1 kg aprox.,2.39,,pack,Mercadona,2024-03-11 00:00:00
Tomate,Tomate ensalada,Pieza 273 g aprox.,0.63,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomate kumato negro,Pieza 103 g aprox.,0.28,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomate pera,Pieza 125 g aprox.,0.25,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomate rallado,Tarrina 290 g,1.39,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomate rosa,Pieza 541 g aprox.,1.82,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomates,Malla 2 kg,3.7,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomates Anhel,460 g aprox.,2.76,,pack,Mercadona,2024-03-11 00:00:00
Tomate,Tomates cherry,Bandeja 500 g,1.95,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomates cherry en rama Dulcita,Bandeja 200 g,2.26,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomates cherry pera kumato,Bandeja 300 g,1.55,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomates kumato negro,Bandeja 1 kg aprox.,2.59,,ud.,Mercadona,2024-03-11 00:00:00
Tomate,Tomates pera,Bandeja 1 kg aprox.,2.09,,ud.,Mercadona,2024-03-11 00:00:00
Pasta_rellena,Tortellini carne Pagani,Paquete 250 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Pasta_rellena,Tortellini tres quesos Pagani,Paquete 250 g,1.35,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_con_chocolate_y_rellenas,Tubitos bañados chocolate negro Hacendado,Bote 150 g,2.1,,ud.,Mercadona,2024-03-11 00:00:00
Galletas_surtidas,Tubitos Hacendado,Bote 175 g,2,,ud.,Mercadona,2024-03-11 00:00:00
Platano_y_uva,Uva blanca sin semillas,Bandeja 500 g aprox.,2.55,,ud.,Mercadona,2024-03-11 00:00:00
Platano_y_uva,Uva roja sin semillas,Bandeja 500 g aprox.,2.45,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Vinagre balsámico de Módena Hacendado,Botella 500 ml,2.5,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Vinagre de Jerez reserva Hacendado,Botella 250 ml,2,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Vinagre de manzana Hacendado,Botella 1 L,0.9,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Vinagre de manzana Hacendado sin filtrar,Botella 500 ml,1.7,,ud.,Mercadona,2024-03-11 00:00:00
Vinagre_y_otros_aderezos,Vinagre de vino blanco Hacendado,Botella 1 L,0.75,,ud.,Mercadona,2024-03-11 00:00:00
Patata,Yuca,Pieza 671 g aprox.,1.8,,ud.,Mercadona,2024-03-11 00:00:00
Pepino_y_zanahoria,Zanahoria rallada base para ensalada,Paquete 150 g,0.9,,ud.,Mercadona,2024-03-11 00:00:00
Pepino_y_zanahoria,Zanahorias,Paquete 1 kg,1.09,,ud.,Mercadona,2024-03-11 00:00:00
Pepino_y_zanahoria,Zanahorias,Paquete 500 g,0.85,,ud.,Mercadona,2024-03-11 00:00:00
